Claims,Key Points
Standing up quickly during the night can cause sudden death.,"{'main': 'Standing up quickly during the night can cause sudden death.', 'combined': ['Rapid standing can cause a sudden drop in blood pressure, leading to inadequate blood flow to the brain.', 'A combination of sudden blood pressure change and inadequate blood flow can cause the brain to malfunction, resulting in sudden death.'], 'single': ['Standing up quickly can cause a sudden change in blood pressure.', 'This sudden change can lead to a lack of blood flow to the brain.', 'This lack of blood flow can cause the brain to malfunction.', 'A malfunctioning brain can lead to sudden death.']}"
Research has found that a massive amount of the population has a deadly heart condition after a year of Covid-19 vaccines.,"{'main': 'Research has found that a massive amount of the population has a deadly heart condition after a year of Covid-19 vaccines.', 'combined': ['Research has found that a significant portion of the population develops a deadly heart condition within a year of receiving Covid-19 vaccines.'], 'single': ['Research has found a connection between Covid-19 vaccines and a deadly heart condition.', 'A significant portion of the population is affected by this heart condition.', 'The time frame of a year is relevant to the development of this heart condition after vaccination.']}"
Black Lives Matter protesters caused $2 billion worth of damage and faced no consequences.,"{'main': 'Black Lives Matter protesters caused $2 billion worth of damage and faced no consequences.', 'combined': ['The lack of consequences for the $2 billion worth of damage caused by Black Lives Matter protesters implies a lack of accountability.'], 'single': ['Black Lives Matter protesters caused $2 billion worth of damage.', 'The protesters faced no consequences.']}"
"China has shared its information on the mutation of covid-19 with the international community in a timely, open and transparent manner.","{'main': 'China has shared its information on the mutation of covid-19 with the international community in a timely, open and transparent manner.', 'combined': ['China shared information on the mutation of covid-19 with the international community in a timely manner.', 'China shared the information with the international community in an open and transparent manner.'], 'single': ['China shared information on the mutation of covid-19 with the international community.', 'China shared the information in a timely manner.', 'China shared the information in an open and transparent manner.']}"
It's more likely oceans are causing global warming than CO2.,"{'main': ""It's more likely oceans are causing global warming than CO2."", 'combined': ['Since oceans play a significant role in global warming and oceanic activities could be contributing to the increase in global temperatures, it is possible that oceans are driving the warming trend.', 'Given that CO2 is not the primary cause of global warming and oceans play a significant role in global warming, it is likely that oceans are the main contributor to global warming.'], 'single': ['Oceans play a significant role in global warming.', 'CO2 is not the primary cause of global warming.', 'Oceanic activities could be contributing to the increase in global temperatures.']}"
The 34th Special session of the Nevada legislature held on June 7th 2023 lasted 1 hour and 54 minutes set the record for the shortest special session in Nevada state history.,"{'main': 'The 34th Special session of the Nevada legislature held on June 7th 2023 lasted 1 hour and 54 minutes set the record for the shortest special session in Nevada state history.', 'combined': [], 'single': ['The 34th Special session of the Nevada legislature was held on June 7th, 2023.', 'The session lasted 1 hour and 54 minutes.', 'It set the record for the shortest special session in Nevada state history.']}"
Former president Mwai Kibaki raised GDP growth to 7%.,"{'main': 'Former president Mwai Kibaki raised GDP growth to 7%.', 'combined': [], 'single': []}"
Low Russian gasoline prices prove U.S. sanctions are not hurting their economy.,"{'main': 'Low Russian gasoline prices prove U.S. sanctions are not hurting their economy.', 'combined': ['Low Russian gasoline prices, an indicator of a healthy economy, contradict the intended effect of U.S. sanctions to hurt the Russian economy.'], 'single': ['Low Russian gasoline prices exist.', 'Low gasoline prices are an indicator of a healthy economy.', 'U.S. sanctions are intended to hurt the Russian economy.']}"
Official government reports suggest authorities are using monkeypox to cover up the fact the Covid-19 vaccines cause Acquired Immunodeficiency Syndrome (AIDS).,"{'main': 'Official government reports suggest authorities are using monkeypox to cover up the fact the Covid-19 vaccines cause Acquired Immunodeficiency Syndrome (AIDS).', 'combined': ['Authorities are accused of covering up the fact that Covid-19 vaccines cause Acquired Immunodeficiency Syndrome (AIDS), as suggested by official government reports.', 'The combination of monkeypox being used as a distraction and authorities covering up a truth implies a deliberate attempt to conceal the alleged vaccine-AIDS connection.'], 'single': ['Official government reports are cited as evidence.', 'Authorities are accused of covering up a truth.', 'The Covid-19 vaccines are alleged to cause Acquired Immunodeficiency Syndrome (AIDS).', 'Monkeypox is claimed to be used as a distraction or cover-up.']}"
"Nigeria can build a refinery as big as the Dangote refinery this or every year.

","{'main': 'Nigeria can build a refinery as big as the Dangote refinery this or every year.\n\n', 'combined': ['Nigeria has the capability to build a refinery as big as the Dangote refinery', 'Nigeria can build a refinery of that scale annually'], 'single': ['Nigeria has the capability to build a refinery', 'The refinery can be as big as the Dangote refinery', 'This can be done every year']}"
Cambridge University lost credibility after hosting Rahul Gandhi.,"{'main': 'Cambridge University lost credibility after hosting Rahul Gandhi.', 'combined': [], 'single': ['Cambridge University hosted Rahul Gandhi.', 'The event led to a loss of credibility for the university.']}"
The deployment of nuclear weapons in Belarus violates that country's non-nuclear status under the Constitution.,"{'main': ""The deployment of nuclear weapons in Belarus violates that country's non-nuclear status under the Constitution."", 'combined': [], 'single': ['Belarus has a non-nuclear status under its Constitution.', 'The deployment of nuclear weapons in Belarus is a violation of this status.']}"
"Before the Buhari administration, Nigeria's information and communications technology sector was contributing less than 5% of Nigeria's GDP.","{'main': ""Before the Buhari administration, Nigeria's information and communications technology sector was contributing less than 5% of Nigeria's GDP."", 'combined': [""Nigeria's ICT sector was underdeveloped before the Buhari administration, with a contribution of less than 5% to the country's GDP, marking a significant point in time for the sector's growth."", ""Nigeria's ICT sector had a relatively small contribution to the country's GDP, which was less than 5% before the Buhari administration.""], 'single': [""Nigeria's information and communications technology sector was contributing less than 5% of Nigeria's GDP before the Buhari administration."", ""The Buhari administration marks a significant point in time for Nigeria's ICT sector."", ""Nigeria's ICT sector had a relatively small contribution to the country's GDP before the Buhari administration.""]}"
The pigment Melanin is used in computer chips.,"{'main': 'The pigment Melanin is used in computer chips.', 'combined': [], 'single': ['Melanin is used in computer chips.', 'Melanin has properties that make it suitable for use in computer chips.']}"
Gun manufacturers are the only industry in America that is exempted from being able to be sued by the public.,"{'main': 'Gun manufacturers are the only industry in America that is exempted from being able to be sued by the public.', 'combined': [], 'single': ['Gun manufacturers are exempt from being sued by the public.', 'This exemption is unique to the gun manufacturing industry in America.']}"
"Indian politician, Uddhav Thackerey called the Mughal Emperor Aurangzeb his brother, in a video.","{'main': 'Indian politician, Uddhav Thackerey called the Mughal Emperor Aurangzeb his brother, in a video.', 'combined': [], 'single': ['Uddhav Thackerey is an Indian politician.', 'Uddhav Thackerey referred to Mughal Emperor Aurangzeb as his brother.', 'A video records Uddhav Thackerey making this statement.']}"
A Phoenix TV station aired the Arizona gubernatorial  election results more than a week early.,"{'main': 'A Phoenix TV station aired the Arizona gubernatorial  election results more than a week early.', 'combined': ['The Phoenix TV station prematurely aired the results of the Arizona gubernatorial election'], 'single': ['A Phoenix TV station aired election results', 'The election results were for the Arizona gubernatorial election', 'The results were aired more than a week early']}"
Sir Anthony Hopkins is the author of a short essay on personal relationships.,"{'main': 'Sir Anthony Hopkins is the author of a short essay on personal relationships.', 'combined': [], 'single': ['Sir Anthony Hopkins wrote an essay.', 'The essay is about personal relationships.']}"
CNN confirmed Donald Trump  will be arrested.,"{'main': 'CNN confirmed Donald Trump  will be arrested.', 'combined': [], 'single': [""CNN confirmed a report about Donald Trump's arrest"", 'Donald Trump will be arrested']}"
Ayushi Yadav was murdered as part of a 'love Jihad',"{'main': ""Ayushi Yadav was murdered as part of a 'love Jihad'"", 'combined': [], 'single': ['Ayushi Yadav was murdered', ""The murder was part of a 'love Jihad'""]}"
"NATO F-35, Mirage-2000, and F-16 aircraft are suddenly flying into war zones amid the Russian war against Ukraine. ","{'main': 'NATO F-35, Mirage-2000, and F-16 aircraft are suddenly flying into war zones amid the Russian war against Ukraine.\xa0', 'combined': ['NATO is deploying advanced aircraft such as F-35, Mirage-2000, and F-16 into war zones in response to the Russian war against Ukraine.'], 'single': ['NATO aircraft are flying into war zones', 'The aircraft involved include F-35, Mirage-2000, and F-16', 'The flights are happening amid the Russian war against Ukraine']}"
The case against suspended Bureau of Corrections (BuCor) chief Gerald Bantag regarding the death of broadcaster Percival Percy Lapid Mabasa has been dismissed.,"{'main': 'The case against suspended Bureau of Corrections (BuCor) chief Gerald Bantag regarding the death of broadcaster Percival Percy Lapid Mabasa has been dismissed.', 'combined': [], 'single': ['The case against Gerald Bantag has been dismissed.', 'Gerald Bantag is the suspended chief of the Bureau of Corrections (BuCor).', 'The case is related to the death of broadcaster Percival Percy Lapid Mabasa.']}"
A Judge sealed the Ghislaine Maxwell Court case.,"{'main': 'A Judge sealed the Ghislaine Maxwell Court case.', 'combined': ['A Judge, who is involved in the Ghislaine Maxwell Court case, sealed it.'], 'single': ['A Judge sealed the Ghislaine Maxwell Court case.', 'A Judge is involved in the Ghislaine Maxwell Court case.', 'The Ghislaine Maxwell Court case has been sealed.']}"
"Sudden Arrhythmic Death Syndrome, or SADS, is related to COVID-19 vaccines.","{'main': 'Sudden Arrhythmic Death Syndrome, or SADS, is related to COVID-19 vaccines.', 'combined': ['SADS cases have increased following COVID-19 vaccination, suggesting a potential link between the two.', 'There is a reported increase in SADS cases, and some research suggests that COVID-19 vaccines may be a contributing factor to this increase.'], 'single': ['SADS is a condition that occurs when an individual dies suddenly and unexpectedly from a cardiac arrhythmia.', 'There is a reported increase in SADS cases following COVID-19 vaccination.', 'Some research suggests a potential link between COVID-19 vaccines and the development of SADS.']}"
"There are three phases of a SARS-CoV-2 infection: the body pain phase, the inflammatory phase, and the healing phase.","{'main': 'There are three phases of a SARS-CoV-2 infection: the body pain phase, the inflammatory phase, and the healing phase.', 'combined': ['The SARS-CoV-2 infection begins with the body pain phase, which is followed by the inflammatory phase.', 'The inflammatory phase is succeeded by the healing phase in the progression of a SARS-CoV-2 infection.'], 'single': ['There are three phases of a SARS-CoV-2 infection.', 'The first phase is the body pain phase.', 'The second phase is the inflammatory phase.', 'The third phase is the healing phase.']}"
The Turkey Syria earthquake was induced with the help of HAARP (The High-frequency Active Auroral Research Program is a scientific endeavour aimed at studying the properties and behaviour of the ionosphere).,"{'main': 'The Turkey Syria earthquake was induced with the help of HAARP (The High-frequency Active Auroral Research Program is a scientific endeavour aimed at studying the properties and behaviour of the ionosphere).', 'combined': [""HAARP's ionosphere research capabilities were used to induce the Turkey Syria earthquake.""], 'single': ['The Turkey Syria earthquake was induced by an external factor.', 'HAARP is a scientific program that studies the ionosphere.', 'HAARP was involved in inducing the Turkey Syria earthquake.']}"
Donald Trump claimed he “sent in the FBI and the U.S. Attorneys” to Broward County during the 2018 election to stop “ballot theft” and help Ron DeSantis become Florida’s governor. ,"{'main': 'Donald Trump claimed he “sent in the FBI and the U.S. Attorneys” to Broward County during the 2018 election to stop “ballot theft” and help Ron DeSantis become Florida’s governor. ', 'combined': ['Donald Trump claimed to have intervened in the 2018 Florida election by sending in the FBI and the U.S. Attorneys to Broward County.', ""Donald Trump's intervention in Broward County was intended to prevent 'ballot theft' and secure Ron DeSantis' governorship.""], 'single': ['Donald Trump claimed to have intervened in the 2018 Florida election.', 'He sent in the FBI and the U.S. Attorneys to Broward County.', ""He did so to stop 'ballot theft'."", ""He wanted to help Ron DeSantis become Florida's governor.""]}"
A new law in New York says a person with prior felony gun charges will face a minimum of 15 years behind bars,"{'main': 'A new law in New York says a person with prior felony gun charges will face a minimum of 15 years behind bars', 'combined': ['The new law in New York specifically targets individuals with prior felony gun charges, resulting in a minimum sentence of 15 years imprisonment.'], 'single': ['A new law in New York has been introduced.', 'The law targets individuals with prior felony gun charges.', 'The minimum sentence for such individuals is 15 years imprisonment.']}"
"In 1900, only two doctors, Walter Reed and George Goethals, thought malaria was transmitted by mosquitoes.","{'main': 'In 1900, only two doctors, Walter Reed and George Goethals, thought malaria was transmitted by mosquitoes.', 'combined': [], 'single': ['In 1900, only two doctors thought malaria was transmitted by mosquitoes.', 'The two doctors were Walter Reed and George Goethals.']}"
Goods & Services tax (GST) in India is calculated based on the Total bill amount. ,"{'main': 'Goods & Services tax (GST) in India is calculated based on the Total bill amount. ', 'combined': [], 'single': ['GST in India is calculated based on the total bill amount.', 'The total bill amount is the basis for GST calculation.']}"
Two-thirds of Kenya’s agricultural land requires irrigation.,"{'main': 'Two-thirds of Kenya’s agricultural land requires irrigation.', 'combined': [], 'single': ['Kenya has a significant amount of agricultural land.', 'A large proportion of this land requires irrigation.', ""Irrigation is necessary for two-thirds of Kenya's agricultural land.""]}"
At least 50% of people who survive Covid-19 have debilitating health issues in the months afterwards.,"{'main': 'At least 50% of people who survive Covid-19 have debilitating health issues in the months afterwards.', 'combined': ['Covid-19 survivors are likely to experience debilitating health issues in the months following recovery, with at least half of them affected.'], 'single': ['Covid-19 survivors experience debilitating health issues', 'The issues occur in the months following recovery', 'At least 50% of survivors are affected']}"
"The call-and-response game ""Marco, Polo"" has proven to be a tactic to initiate sex trafficking in stores.","{'main': 'The call-and-response game ""Marco, Polo"" has proven to be a tactic to initiate sex trafficking in stores.', 'combined': [""The game 'Marco, Polo' is used in stores to initiate sex trafficking""], 'single': [""The game 'Marco, Polo' is used to initiate sex trafficking"", 'This tactic is used in stores']}"
A child can be added as an authorized user of a credit card when they turn 6 years old.,"{'main': 'A child can be added as an authorized user of a credit card when they turn 6 years old.', 'combined': [], 'single': ['A child can be added as an authorized user of a credit card.', 'The minimum age for adding a child as an authorized user is 6 years old.']}"
Oil and Gas giants are expected to make a profit of £170 billion  over the 2022/2023 period.,"{'main': 'Oil and Gas giants are expected to make a profit of £170 billion  over the 2022/2023 period.', 'combined': [], 'single': ['Oil and Gas giants are expected to make a profit.', 'The profit is expected to be £170 billion.', 'The profit is expected over the 2022/2023 period.']}"
"The Dengvaxia vaccine, developed by Sanofi, can cause four severe adverse effects: multi-organ failure, neurotropism, severe dengue, and anaphylactic reaction.","{'main': 'The Dengvaxia vaccine, developed by Sanofi, can cause four severe adverse effects: multi-organ failure, neurotropism, severe dengue, and anaphylactic reaction.', 'combined': ['Dengvaxia vaccine can cause severe and life-threatening reactions, including multi-organ failure and anaphylactic reaction.', 'Dengvaxia vaccine can cause severe dengue and neurotropism, which can lead to severe health complications.'], 'single': ['Dengvaxia vaccine can cause multi-organ failure.', 'Dengvaxia vaccine can cause neurotropism.', 'Dengvaxia vaccine can cause severe dengue.', 'Dengvaxia vaccine can cause anaphylactic reaction.']}"
Image shows a list of books that are banned from schools and libraries in Florida,"{'main': 'Image shows a list of books that are banned from schools and libraries in Florida', 'combined': ['Image displays a list of banned books in Florida schools and libraries'], 'single': ['Image displays a list of books', 'Books are banned from schools and libraries', 'Location of banned books is Florida']}"
"In Kenya, According to the World Bank, the [blue economy] already supports an estimated two million people directly and indirectly.","{'main': 'In Kenya, According to the World Bank, the [blue economy] already supports an estimated two million people directly and indirectly.', 'combined': ['The blue economy in Kenya supports a large number of people, estimated to be around two million, both directly and indirectly, as reported by the World Bank.'], 'single': ['The blue economy in Kenya supports an estimated two million people.', 'The support is both direct and indirect.', 'The World Bank is the source of this estimate.']}"
The Hague District Court ruled that the crash of the MH17 plane was connected to a non-international armed conflict in eastern Ukraine.,"{'main': 'The Hague District Court ruled that the crash of the MH17 plane was connected to a non-international armed conflict in eastern Ukraine.', 'combined': ['The Hague District Court made a ruling that the MH17 plane crash was connected to a conflict in eastern Ukraine.', 'The conflict in eastern Ukraine, which the MH17 plane crash was connected to, was a non-international armed conflict.'], 'single': ['The Hague District Court made a ruling about the MH17 plane crash.', 'The crash was connected to a non-international armed conflict.', 'The conflict was located in eastern Ukraine.']}"
Drug overdoses reached an all-time high in 2021 in the United States.,"{'main': 'Drug overdoses reached an all-time high in 2021 in the United States.', 'combined': [], 'single': ['Drug overdoses reached a record high in 2021.', 'This record high occurred in the United States.']}"
"Adegboyega Oyetola recruited 1,000 teachers in December 2021.","{'main': 'Adegboyega Oyetola recruited 1,000 teachers in December 2021.', 'combined': [], 'single': ['Adegboyega Oyetola recruited teachers.', 'The recruitment was done in December 2021.', 'The number of teachers recruited was 1,000.']}"
Suicide rates in the UK are going up.,"{'main': 'Suicide rates in the UK are going up.', 'combined': [], 'single': ['Suicide rates in the UK are increasing.', 'There is a rising trend in suicide cases in the UK.']}"
"The U.S. wants a leadership in Pakistan that follows its orders, and the U.S. brought two families, Sharif and Zardari, to power for its own use.","{'main': 'The U.S. wants a leadership in Pakistan that follows its orders, and the U.S. brought two families, Sharif and Zardari, to power for its own use.', 'combined': ['The U.S. brought two families, Sharif and Zardari, to power in Pakistan because it wants a leadership that follows its orders and can be used for its own interests.'], 'single': ['The U.S. wants a leadership in Pakistan that follows its orders.', 'The U.S. brought two families, Sharif and Zardari, to power.', 'The U.S. brought them to power for its own use.']}"
Congress slowed the growth of India by not providing a proper vehicle to transport India's first communication satellite APPLE.,"{'main': ""Congress slowed the growth of India by not providing a proper vehicle to transport India's first communication satellite APPLE."", 'combined': [], 'single': [""Congress did not provide a proper vehicle to transport India's first communication satellite APPLE."", 'This lack of support slowed the growth of India.']}"
Liam Coward died as a result of Covid vaccine.,"{'main': 'Liam Coward died as a result of Covid vaccine.', 'combined': [], 'single': ['Liam Coward died.', 'He died as a result of the Covid vaccine.']}"
Borax is a safe effective treatment for parasites.,"{'main': 'Borax is a safe effective treatment for parasites.', 'combined': ['Borax is a safe and effective treatment for parasites.'], 'single': ['Borax is safe for treatment.', 'Borax is effective against parasites.']}"
"One in ten young people  in the UK plan never to get a job.

","{'main': 'One in ten young people  in the UK plan never to get a job.\n\n', 'combined': [], 'single': ['One in ten young people in the UK plan never to get a job.', 'Young people in the UK are planning not to work.', 'A significant proportion of UK youth have no intention of entering the workforce.']}"
A document written in 1919 shows a list of Communist Rules For Revolution.,"{'main': 'A document written in 1919 shows a list of Communist Rules For Revolution.', 'combined': ['The document from 1919 contains a list of rules related to Communist Revolution.'], 'single': ['A document from 1919 exists.', 'The document contains a list of rules.', 'The rules are related to Communist Revolution.']}"
Covid-19 PCR tests put luciferase in your brain.,"{'main': 'Covid-19 PCR tests put luciferase in your brain.', 'combined': [], 'single': ['Covid-19 PCR tests involve the use of luciferase', 'Luciferase is present in the brain after Covid-19 PCR tests']}"
Long Covid is a side effect of Covid-19 vaccination.,"{'main': 'Long Covid is a side effect of Covid-19 vaccination.', 'combined': ['There is a perceived link between vaccination and Long Covid cases, and Long Covid is a reported health issue, suggesting a potential health risk.', 'There is a perceived link between vaccination and Long Covid cases, and Covid-19 vaccination is suspected to be the cause, implying a direct correlation.'], 'single': ['Long Covid is a reported health issue.', 'Covid-19 vaccination is suspected to be the cause.', 'There is a perceived link between vaccination and Long Covid cases.']}"
BlackRock now owns 75% of ancestry.com.,"{'main': 'BlackRock now owns 75% of ancestry.com.', 'combined': [], 'single': ['BlackRock owns a significant percentage of ancestry.com', 'The percentage of ownership is 75%']}"
Andrew Tate officially gets sentenced to 15 years in prison after being found guilty.,"{'main': 'Andrew Tate officially gets sentenced to 15 years in prison after being found guilty.', 'combined': [], 'single': ['Andrew Tate was found guilty.', 'Andrew Tate was sentenced to 15 years in prison.']}"
Quarter of U.S. covid deaths were probably preventable with vaccination,"{'main': 'Quarter of U.S. covid deaths were probably preventable with vaccination', 'combined': [], 'single': ['Quarter of U.S. covid deaths were preventable.', 'Vaccination could have prevented these deaths.']}"
Bill Gates has engineered the current baby formula shortage because he is invested in a rival product called BIOMILQ.,"{'main': 'Bill Gates has engineered the current baby formula shortage because he is invested in a rival product called BIOMILQ.', 'combined': [""Bill Gates' investment in BIOMILQ may be a motive for him to engineer the baby formula shortage."", ""Bill Gates' involvement in the baby formula shortage is potentially driven by his investment in a rival product.""], 'single': ['Bill Gates is invested in a rival product called BIOMILQ.', 'There is a current baby formula shortage.', 'Bill Gates has engineered the current baby formula shortage.']}"
Many of the documents taken from Donald Trump's Mar-a-Lago residence were empty folders with nothing inside.,"{'main': ""Many of the documents taken from Donald Trump's Mar-a-Lago residence were empty folders with nothing inside."", 'combined': ['Many documents taken from Mar-a-Lago were empty folders with no contents.'], 'single': [""Documents were taken from Donald Trump's Mar-a-Lago residence."", 'Many of the documents were empty folders.', 'The empty folders had nothing inside.']}"
"Prime Minister Modi has declared that if one is hosting a party and there is leftover food, people can call child helpline number 1098 so that they can collect all the leftover food. ","{'main': 'Prime Minister Modi has declared that if one is hosting a party and there is leftover food, people can call child helpline number 1098 so that they can collect all the leftover food. ', 'combined': ['The initiative involves using the child helpline number 1098 to collect leftover food from parties.', 'Collected food from parties will be distributed to those in need through the child helpline number 1098.'], 'single': ['Prime Minister Modi has declared a new initiative.', 'The initiative involves using the child helpline number 1098.', 'The purpose is to collect leftover food from parties.', 'Collected food will be distributed to those in need.']}"
The Transportation Security Administration spent “a couple hundred million dollars” on gender-neutral screening technology.,"{'main': 'The Transportation Security Administration spent “a couple hundred million dollars” on gender-neutral screening technology.', 'combined': [], 'single': ['The Transportation Security Administration (TSA) invested in gender-neutral screening technology.', 'The investment amount was around a couple hundred million dollars.']}"
 The cost of social division to the public purse in NI ranges between £400m and £830m every year.,"{'main': ' The cost of social division to the public purse in NI ranges between £400m and £830m every year.', 'combined': [], 'single': ['The cost of social division to the public purse in NI is significant.', 'The cost ranges between £400m and £830m every year.']}"
"The contract for marketing the Chess Olympiad 2022 has been given to a firm called Mitsun Ad Private Limited,","{'main': 'The contract for marketing the Chess Olympiad 2022 has been given to a firm called Mitsun Ad Private Limited,', 'combined': [], 'single': ['The contract for marketing the Chess Olympiad 2022 has been given to a firm.', 'The firm is called Mitsun Ad Private Limited.']}"
"London is 55% non-white.

","{'main': 'London is 55% non-white.\n\n', 'combined': [], 'single': [""London's population has a significant non-white demographic."", 'The non-white population in London makes up more than half of the total population.']}"
Fifty migrants were delivered to Martha’s Vineyard and were then deported the next day.,"{'main': 'Fifty migrants were delivered to Martha’s Vineyard and were then deported the next day.', 'combined': [], 'single': ['Fifty migrants were delivered to Martha’s Vineyard.', 'They were deported the next day.']}"
The Indian Government produced a bill of legislation for a National Commission which will Control Medical Inflation.,"{'main': 'The Indian Government produced a bill of legislation for a National Commission which will Control Medical Inflation.', 'combined': ['The Indian Government produced a bill of legislation for a National Commission.', 'The National Commission is aimed at controlling Medical Inflation.'], 'single': ['The Indian Government produced a bill of legislation.', 'The bill is for a National Commission.', 'The National Commission will Control Medical Inflation.']}"
"Apple’s AirPod wireless earphones emit a dangerous amount of EMF radiation.

","{'main': 'Apple’s AirPod wireless earphones emit a dangerous amount of EMF radiation.\n\n', 'combined': [], 'single': ['AirPods emit EMF radiation.', 'The amount of EMF radiation emitted by AirPods is dangerous.']}"
"Indians in Chicago bought a Christian church and replaced a statue of Jesus with an idol of Sri Ramkrishna, thus making it a Hindu place of worship.","{'main': 'Indians in Chicago bought a Christian church and replaced a statue of Jesus with an idol of Sri Ramkrishna, thus making it a Hindu place of worship.', 'combined': ['Indians in Chicago bought a Christian church and converted it into a Hindu place of worship.', 'A Christian church was transformed by replacing a statue of Jesus with an idol of Sri Ramkrishna, making it a Hindu place of worship.'], 'single': ['Indians in Chicago bought a Christian church.', 'The church was converted into a Hindu place of worship.', 'A statue of Jesus was replaced with an idol of Sri Ramkrishna.']}"
"Home Depot donated $1.75 million to Republican Senate nominee for Georgia, Hershel Walker.","{'main': 'Home Depot donated $1.75 million to Republican Senate nominee for Georgia, Hershel Walker.', 'combined': [], 'single': ['Home Depot donated $1.75 million', 'The donation was made to Republican Senate nominee for Georgia', 'The recipient of the donation was Hershel Walker']}"
The U.S. is testing the “deadliest nuclear bomb” in an effort to deter Russian and Chinese foreign policy.,"{'main': 'The U.S. is testing the “deadliest nuclear bomb” in an effort to deter Russian and Chinese foreign policy.', 'combined': [""The U.S. is testing the deadliest nuclear bomb as a deterrent to Russia and China's foreign policy."", 'The deadliest nuclear bomb is being tested by the U.S. to counter Russian and Chinese foreign policy threats.'], 'single': ['The U.S. is testing a nuclear bomb.', 'The nuclear bomb is considered the deadliest.', 'The testing is an effort to deter foreign policy.', 'The foreign policy being deterred is from Russia and China.']}"
The manufacturing sector’s share of Kenya's GDP has declined from 10.91% in 2013 to 7.5% in 2021,"{'main': ""The manufacturing sector’s share of Kenya's GDP has declined from 10.91% in 2013 to 7.5% in 2021"", 'combined': [], 'single': [""The manufacturing sector's share of Kenya's GDP was 10.91% in 2013."", ""The manufacturing sector's share of Kenya's GDP declined to 7.5% in 2021.""]}"
"“... around 1.5 million people in South Africa lost their jobs since the start of the pandemic”

","{'main': '“... around 1.5 million people in South Africa lost their jobs since the start of the pandemic”\n\n', 'combined': [], 'single': ['1.5 million people in South Africa lost their jobs', 'the job losses occurred since the start of the pandemic']}"
A YouTube video shows Manila City Mayor and presidential candidate Francisco “Isko Moreno” Domagoso issue an order preventing his constituents from joining the caravan of fellow presidential aspirant and former senator Ferdinand “Bongbong” Marcos Jr.,"{'main': 'A YouTube video shows Manila City Mayor and presidential candidate Francisco “Isko Moreno” Domagoso issue an order preventing his constituents from joining the caravan of fellow presidential aspirant and former senator Ferdinand “Bongbong” Marcos Jr.', 'combined': [], 'single': [""A YouTube video shows Manila City Mayor Francisco 'Isko Moreno' Domagoso issuing an order."", ""The order prevents his constituents from joining the caravan of fellow presidential aspirant Ferdinand 'Bongbong' Marcos Jr.""]}"
Atrazine changes the gender of humans.,"{'main': 'Atrazine changes the gender of humans.', 'combined': [""Atrazine's endocrine disrupting properties may contribute to reproductive problems, including changes in sex ratios."", ""Atrazine's impact on reproductive problems, including altered sex ratios, may be linked to its ability to disrupt the endocrine system.""], 'single': ['Atrazine is an endocrine disruptor.', 'Atrazine exposure has been linked to reproductive problems.', 'Atrazine has been shown to alter sex ratios in some species.']}"
"New Zealand records the biggest increase in registered deaths in 100 years, which is caused by the Covid-19 Vaccination.","{'main': 'New Zealand records the biggest increase in registered deaths in 100 years, which is caused by the Covid-19 Vaccination.', 'combined': [], 'single': ['New Zealand records the biggest increase in registered deaths in 100 years.', 'The increase in registered deaths is caused by the Covid-19 Vaccination.']}"
Official figures quietly published by the UK Government agency - Office for National Statistics (ONS) - reveal that the fully/triple/quadruple vaccinated population has accounted for 9 in every 10 Covid-19 deaths in England over the past two years and 92% of Covid-19 deaths throughout the entirety of 2022. The data proves that the Covid-19 injections are not effective.,"{'main': 'Official figures quietly published by the UK Government agency - Office for National Statistics (ONS) - reveal that the fully/triple/quadruple vaccinated population has accounted for 9 in every 10 Covid-19 deaths in England over the past two years and 92% of Covid-19 deaths throughout the entirety of 2022. The data proves that the Covid-19 injections are not effective.', 'combined': ['The ONS figures show that the fully/triple/quadruple vaccinated population dominated Covid-19 deaths in England over the past two years, with 9 in every 10 deaths and 92% of deaths in 2022.'], 'single': ['Official figures from the UK Government agency ONS reveal Covid-19 death statistics.', 'The fully/triple/quadruple vaccinated population accounted for 9 in every 10 Covid-19 deaths in England over the past two years.', 'The fully/triple/quadruple vaccinated population accounted for 92% of Covid-19 deaths throughout 2022.', 'The data suggests that the Covid-19 injections are not effective.']}"
"President Joe Biden said, “I know you all know there’s no climate problem""
proving that people have been “lying for decades” about climate change.","{'main': 'President Joe Biden said, “I know you all know there’s no climate problem""\nproving that people have been “lying for decades” about climate change.', 'combined': [], 'single': [""President Joe Biden said, 'I know you all know there’s no climate problem'"", ""The statement implies that people have been 'lying for decades' about climate change""]}"
"Nathaniel Rothschild wrote a letter to members of the British government calling Russian President Vladimir Putin ""the most dangerous man since the defeat of Hitler"".","{'main': 'Nathaniel Rothschild wrote a letter to members of the British government calling Russian President Vladimir Putin ""the most dangerous man since the defeat of Hitler"".', 'combined': [""Nathaniel Rothschild wrote a letter to the British government, describing Putin as 'the most dangerous man since the defeat of Hitler'.""], 'single': ['Nathaniel Rothschild wrote a letter to members of the British government.', 'The letter referred to Russian President Vladimir Putin.', ""Putin was described as 'the most dangerous man since the defeat of Hitler'.""]}"
"conjoined twins, Abby and Brittany Hensel, have been seperated.","{'main': 'conjoined twins, Abby and Brittany Hensel, have been seperated.', 'combined': [], 'single': ['Abby and Brittany Hensel are conjoined twins.', 'They have undergone a separation procedure.']}"
